Driver,Year,AvgFinish,Wins,DriverRating,Points,Sponsor_Cost,Social_Impressions,Brand_Mentions,Media_Value,Engagement_Value,ROI,Risk_Score,Return_Score,Risk_Return_Segment,Sponsor_Target_Score,Target_Rank,Sponsor_Target_Category
Chase Elliott,2016,14.6,0,91.8,2285,109250,262575,5115,21006.0,12787.5,-0.6906773455377574,0.535952315927989,0.19831031301008883,High Risk / Low Return,0.3256807608764693,477.0,Low Priority Target
Martin Truex Jr.,2016,13.9,4,103.8,2271,111172,490953,23536,39276.24,58840.0,-0.11743748425862635,0.43202585987273034,0.6198079896500251,High Risk / Low Return,0.687361366095367,8.0,Medium Priority Target
Brad Keselowski,2016,11.5,4,99.1,2267,101555,476271,22759,38101.68,56897.5,-0.06455437940032502,0.40088749557780395,0.6586924206481448,High Risk / Low Return,0.7081427421333977,7.0,High Priority Target
Jamie McMurray,2016,15.8,0,77.8,2231,111874,230480,7927,18438.4,19817.5,-0.658044764645941,0.5509676763563225,0.2223047313291035,High Risk / Low Return,0.39313505217778116,259.0,Low Priority Target
Austin Dillon,2016,15.9,0,79.4,2223,103081,208248,9783,16659.84,24457.5,-0.6011162095827554,0.5432159809997501,0.2641637423896014,High Risk / Low Return,0.4637411628000769,113.0,Medium Priority Target
Tony Stewart,2016,18.3,1,71.2,2211,143276,300346,12444,24027.68,31110.0,-0.6151645774588905,0.5807260066451694,0.2538341145665098,High Risk / Low Return,0.4474081582303078,140.0,Low Priority Target
Chris Buescher,2016,26.1,1,51.2,2169,79984,286089,9611,22887.12,24027.5,-0.41344993998799767,0.5880093938989024,0.4021529192786057,High Risk / Low Return,0.41579267754100274,214.0,Low Priority Target
Kasey Kahne,2016,15.6,0,78.5,898,143002,206654,2119,16532.32,5297.5,-0.8473460511041803,0.6199899523562591,0.08311334249397459,High Risk / Low Return,0.21735695280898526,834.0,Low Priority Target
Ryan Newman,2016,15.7,0,76.5,895,144567,109771,4489,8781.68,11222.5,-0.8616269273070618,0.6225574143494772,0.07261275356691446,High Risk / Low Return,0.3379464481779345,435.0,Low Priority Target
AJ Allmendinger,2016,17.8,0,71.0,830,149402,137848,5251,11027.84,13127.5,-0.8383198350758357,0.6482087417559809,0.08975023106677538,High Risk / Low Return,0.32748155889662295,470.0,Low Priority Target
Ryan Blaney,2016,18.5,0,76.8,812,114063,166702,5769,13336.16,14422.5,-0.7566374722740941,0.6193121076505278,0.14981047542342138,High Risk / Low Return,0.33601919252376145,440.0,Low Priority Target
Ricky Stenhouse Jr.,2016,19.6,0,67.3,772,96819,118040,4770,9443.2,11925.0,-0.7792974519464155,0.6129399287417598,0.13314881347395535,High Risk / Low Return,0.33916593637041537,430.0,Low Priority Target
Trevor Bayne,2016,19.9,0,62.8,762,115712,97018,2960,7761.4400000000005,7400.0,-0.8689726216814159,0.6350189822384255,0.06721153616868884,High Risk / Low Return,0.2586724502678139,697.0,Low Priority Target
Greg Biffle,2016,21.6,0,66.6,691,58429,199451,7611,15956.08,19027.5,-0.4012634137157918,0.5944872407880667,0.4111135531371522,High Risk / Low Return,0.43912646208962164,159.0,Low Priority Target
Danica Patrick,2016,22.0,0,57.6,689,64716,143124,6785,11449.92,16962.5,-0.5609676123369801,0.6044890822515522,0.293684614196537,High Risk / Low Return,0.4255750516231604,190.0,Low Priority Target
Paul Menard,2016,22.0,0,66.4,678,61138,164970,4129,13197.6,10322.5,-0.6152949066047303,0.6011983173907175,0.25373828481725375,High Risk / Low Return,0.3059202990794002,543.0,Low Priority Target
Aric Almirola,2016,23.3,0,59.1,638,85298,154876,5935,12390.08,14837.5,-0.6807946258997866,0.6384599258037236,0.2055769803297577,High Risk / Low Return,0.34602373062231784,408.0,Low Priority Target
Clint Bowyer,2016,23.6,0,51.7,628,73429,212152,6158,16972.16,15395.0,-0.5592046739026815,0.6294538493748127,0.2949808856254953,High Risk / Low Return,0.3462186113815166,405.0,Low Priority Target
Casey Mears,2016,25.6,0,55.2,556,55772,165358,6114,13228.64,15285.0,-0.48874632432044757,0.6316861837042028,0.34678822257957176,High Risk / Low Return,0.3800195721998074,296.0,Low Priority Target
Landon Cassill,2016,26.3,0,45.4,530,85732,81672,3309,6533.76,8272.5,-0.82729599216162,0.6690106948692135,0.09785595519701518,High Risk / Low Return,0.2821695775704572,637.0,Low Priority Target
Michael McDowell,2016,24.5,0,50.6,500,89905,94796,1120,7583.68,2800.0,-0.8845038651910351,0.6579595530723226,0.05579156436137952,High Risk / Low Return,0.13671494135887702,1034.0,Low Priority Target
Brian Scott,2016,27.7,0,48.9,481,67347,163376,5859,13070.08,14647.5,-0.5884363074821447,0.6644435994810377,0.2734871506806846,High Risk / Low Return,0.3374302788167928,437.0,Low Priority Target
Dale Earnhardt Jr.,2016,15.6,0,86.1,461,94853,185482,3537,14838.56,8842.5,-0.7503393672314002,0.5842393644158499,0.15444141060787658,High Risk / Low Return,0.280213737786966,640.0,Low Priority Target
David Ragan,2016,28.6,0,43.7,455,81822,157465,5794,12597.2,14485.0,-0.6690107794969569,0.6879153250422612,0.2142415276094802,High Risk / Low Return,0.3150000198545576,520.0,Low Priority Target
Regan Smith,2016,28.3,0,45.3,452,73563,174742,5020,13979.36,12550.0,-0.6393654418661555,0.6769658502727017,0.2360394551065437,High Risk / Low Return,0.2888668135887919,609.0,Low Priority Target
Matt DiBenedetto,2016,30.0,0,42.3,386,57967,115640,4734,9251.2,11835.0,-0.6362378594717685,0.6784113519740442,0.23833913592391134,High Risk / Low Return,0.32457897614117387,482.0,Low Priority Target
Michael Annett,2016,31.7,0,35.4,328,61871,135337,2021,10826.960000000001,5052.5,-0.7433456708312457,0.6993254533031401,0.15958380733027547,High Risk / Low Return,0.16380521197269907,971.0,Low Priority Target
Cole Whitt,2016,30.5,0,36.5,276,78763,136676,4790,10934.08,11975.0,-0.709139062757894,0.7071611679666345,0.18473559247738336,High Risk / Low Return,0.27997991076515705,641.0,Low Priority Target
Jeff Gordon,2016,13.9,0,79.6,218,130483,72891,1540,5831.28,3850.0,-0.9258042810174506,0.6121627684649792,0.02542377159090991,High Risk / Low Return,0.2206114891183516,825.0,Low Priority Target
Reed Sorenson,2016,33.9,0,29.2,198,58734,161366,7119,12909.28,17797.5,-0.47718902169101374,0.7197378629924456,0.3552861944332055,High Risk / Low Return,0.3750464335515774,317.0,Low Priority Target
Josh Wise,2016,35.0,0,28.2,168,83613,60882,2869,4870.56,7172.5,-0.8559666559027903,0.7556358620014109,0.07677469590066675,High Risk / Low Return,0.25711774402579124,707.0,Low Priority Target
Jeffrey Earnhardt,2016,33.8,0,29.9,159,78179,121662,6065,9732.960000000001,15162.5,-0.6815582189590556,0.7396413125682177,0.20501551780399743,High Risk / Low Return,0.3399006160593223,425.0,Low Priority Target
Brian Vickers,2016,23.8,0,73.5,86,85262,178317,7460,14265.36,18650.0,-0.6139504116722573,0.6592107419045308,0.25472687882226064,High Risk / Low Return,0.38525005276822066,282.0,Low Priority Target
Bobby Labonte,2016,26.3,0,42.2,61,62677,97858,3928,7828.64,9820.0,-0.7184191968345646,0.6595626274915631,0.17791200044124078,High Risk / Low Return,0.31311802166477537,528.0,Low Priority Target
David Gilliland,2016,18.0,0,60.8,46,105850,68888,1282,5511.04,3205.0,-0.9176566839867737,0.6291448806290999,0.031414620187805595,High Risk / Low Return,0.187873008165212,930.0,Low Priority Target
Michael Waltrip,2016,21.0,0,47.1,42,62330,105895,2482,8471.6,6205.0,-0.7645339322958448,0.6122089312059968,0.1440042854187326,High Risk / Low Return,0.24710218684712798,743.0,Low Priority Target
Boris Said,2016,24.0,0,38.2,17,70733,117424,3361,9393.92,8402.5,-0.7484000395854835,0.648361500152966,0.15586737930302882,High Risk / Low Return,0.26528552778081077,684.0,Low Priority Target
Patrick Carpentier,2016,35.5,0,29.8,11,87947,117385,4805,9390.800000000001,12012.5,-0.7566341091793921,0.7691386215766338,0.1498129482741405,High Risk / Low Return,0.26588998151685156,681.0,Low Priority Target
Gray Gaulding,2016,38.0,0,26.2,6,77286,137877,6424,11030.16,16060.0,-0.6494816655021608,0.780949178892848,0.2286010945755234,High Risk / Low Return,0.31510304331608563,519.0,Low Priority Target
Eddie MacDonald,2016,36.0,0,31.3,5,56610,156389,2747,12511.12,6867.5,-0.6576820349761526,0.7421368053019012,0.2225714429159827,High Risk / Low Return,0.18325331158331165,941.0,Low Priority Target
Alex Kennedy,2016,36.0,0,47.8,5,56430,173256,8124,13860.48,20310.0,-0.39446251993620424,0.7419549145475093,0.41611418397391,High Risk / Low Return,0.40300284753812604,240.0,Low Priority Target
Robert Richardson,2016,38.0,0,27.0,3,89922,55445,2097,4435.6,5242.5,-0.8923722781966592,0.7938064968879233,0.0500059970539813,High Risk / Low Return,0.1841168401400133,937.0,Low Priority Target
Ty Dillon,2016,24.0,0,57.2,0,63828,104200,3587,8336.0,8967.5,-0.7289042426521276,0.6418859619219816,0.1702024485588846,High Risk / Low Return,0.29545048712879374,586.0,Low Priority Target
Joey Gase,2016,35.5,0,27.8,0,81497,88342,1589,7067.360000000001,3972.5,-0.8645366087095231,0.7629456886790572,0.07047329322275206,High Risk / Low Return,0.11446209083024575,1069.0,Low Priority Target
Ryan Ellis,2016,36.0,0,29.6,0,89256,52257,638,4180.56,1595.0,-0.9352921932419109,0.7752733701847189,0.018447402310082184,High Risk / Low Return,0.05399559007221526,1109.0,Low Priority Target
Jeb Burton,2016,32.5,0,30.5,0,86618,77364,2532,6189.12,6330.0,-0.8554674548015424,0.74119740371843,0.07714175359948515,High Risk / Low Return,0.20280908567659794,893.0,Low Priority Target
Dylan Lupton,2016,32.5,0,30.5,0,76526,161715,5831,12937.2,14577.5,-0.6404529179625226,0.7309993954221906,0.23523984454387736,High Risk / Low Return,0.2999128690172036,568.0,Low Priority Target
Alex Bowman,2016,19.7,0,82.9,0,125111,80654,1486,6452.32,3715.0,-0.9187336045591514,0.6652229466733437,0.030622770998933617,High Risk / Low Return,0.1814467217294351,943.0,Low Priority Target
Justin Allgaier,2016,40.0,0,36.3,0,75032,131423,4239,10513.84,10597.5,-0.718635515513381,0.7967973944684301,0.17775294342742548,High Risk / Low Return,0.21326203971021784,850.0,Low Priority Target
Timmy Hill,2016,34.0,0,32.5,0,87846,79320,3510,6345.6,8775.0,-0.8278737791134485,0.7558998413265976,0.09743111408906227,High Risk / Low Return,0.26055836298238666,692.0,Low Priority Target
Ryan Reed,2016,26.0,0,67.0,0,79794,70808,3073,5664.64,7682.5,-0.832730029826804,0.6759683897852613,0.09386036032414978,High Risk / Low Return,0.2935319062591686,597.0,Low Priority Target
D.J. Kennington,2016,35.0,0,28.8,0,55448,102389,4821,8191.12,12052.5,-0.6349080219304575,0.732135885518796,0.23931695249221557,High Risk / Low Return,0.3261558437753055,476.0,Low Priority Target
Kyle Busch,2015,10.8,5,108.2,5043,99130,584591,14401,46767.28,36002.5,-0.16503803086855645,0.28518243361381407,0.5848077721876409,Safe but Moderate,0.6020349049332019,19.0,Medium Priority Target
Kevin Harvick,2015,8.7,3,118.9,5042,219678,525067,11930,42005.36,29825.0,-0.6730197835013065,0.4381800680045549,0.21129374608273327,High Risk / Low Return,0.45478260007449,128.0,Medium Priority Target
Jeff Gordon,2015,13.7,1,92.7,5038,145337,291213,11641,23297.04,29102.5,-0.6394618025692012,0.45804808685732057,0.23596860202182887,High Risk / Low Return,0.45472057765344787,129.0,Medium Priority Target
Martin Truex Jr.,2015,12.2,1,99.7,5032,135080,338696,9227,27095.68,23067.5,-0.6286409535090317,0.434398980981544,0.24392506675189055,High Risk / Low Return,0.4155000717780409,215.0,Low Priority Target
Carl Edwards,2015,14.0,2,95.7,2368,103350,336252,4540,26900.16,11350.0,-0.6298968553459119,0.47215481779895657,0.24300161438563045,High Risk / Low Return,0.3363417243273999,439.0,Low Priority Target
Joey Logano,2015,9.2,6,106.5,2360,223523,506925,10803,40554.0,27007.5,-0.6977425141931702,0.4507494469730602,0.19311536343578536,High Risk / Low Return,0.4333931506468387,170.0,Low Priority Target
Brad Keselowski,2015,11.1,1,101.7,2347,135186,279986,7487,22398.88,18717.5,-0.6958532688296125,0.5039196974574423,0.1945045071173944,High Risk / Low Return,0.3838686440837839,285.0,Low Priority Target
Kurt Busch,2015,11.1,2,104.2,2333,118145,253885,5509,20310.8,13772.5,-0.7115129713487663,0.4621131017090479,0.18299008065380648,High Risk / Low Return,0.34680444960958956,403.0,Low Priority Target
Denny Hamlin,2015,13.6,2,95.3,2327,124020,321277,7481,25702.16,18702.5,-0.6419556523141429,0.49066288534098607,0.23413489863798448,High Risk / Low Return,0.37987679784943185,298.0,Low Priority Target
Jimmie Johnson,2015,12.8,5,99.3,2315,110587,502728,10934,40218.24,27335.0,-0.38913941059979934,0.395263643509962,0.4200282143290015,Safe but Moderate,0.4953010293312794,77.0,Medium Priority Target
Ryan Newman,2015,13.5,0,80.8,2314,131131,167197,1949,13375.76,4872.5,-0.8608394658776337,0.5473350219055304,0.07319176627235835,High Risk / Low Return,0.2199533161339739,826.0,Low Priority Target
Dale Earnhardt Jr.,2015,11.3,3,97.1,2310,99650,337511,11976,27000.88,29940.0,-0.42859126944305065,0.420897865772006,0.3910196474710524,High Risk / Low Return,0.5125527125496753,65.0,Medium Priority Target
Jamie McMurray,2015,14.9,0,84.4,2295,109933,177413,6012,14193.04,15030.0,-0.7341740878535107,0.5390395078602495,0.1663275828025525,High Risk / Low Return,0.3598396118579187,362.0,Low Priority Target
Paul Menard,2015,17.1,0,76.4,2262,110581,134983,4877,10798.64,12192.5,-0.792087790850146,0.5604123617240498,0.12374420207911958,High Risk / Low Return,0.3322815132784895,452.0,Low Priority Target
Matt Kenseth,2015,14.3,5,99.1,2234,113393,433151,7663,34652.08,19157.5,-0.5254594198936442,0.41395250672424977,0.3197934416307514,High Risk / Low Return,0.4114953094211822,223.0,Low Priority Target
Clint Bowyer,2015,18.8,0,75.0,2175,113051,177731,3879,14218.48,9697.5,-0.788449637774102,0.5807337413985384,0.12641930053684228,High Risk / Low Return,0.26550493207575043,683.0,Low Priority Target
Aric Almirola,2015,17.9,0,73.0,940,141474,132596,4612,10607.68,11530.0,-0.8435212123782462,0.637846709078645,0.0859257090884858,High Risk / Low Return,0.30747505009619863,541.0,Low Priority Target
Kasey Kahne,2015,18.1,0,82.8,939,116212,153573,5219,12285.84,13047.5,-0.7820075379478884,0.6141437530110588,0.13115611368059785,High Risk / Low Return,0.324515345112911,483.0,Low Priority Target
Kyle Larson,2015,19.3,0,86.4,872,139082,139408,4217,11152.64,10542.5,-0.8440118778849888,0.6500016584510262,0.08556492752902155,High Risk / Low Return,0.2794728886322642,647.0,Low Priority Target
Greg Biffle,2015,20.0,0,68.3,869,94090,103542,2486,8283.36,6215.0,-0.8459096609629079,0.6109076922053936,0.08416950614934889,High Risk / Low Return,0.2334520467945102,792.0,Low Priority Target
Austin Dillon,2015,21.0,0,73.9,832,81238,79953,3719,6396.24,9297.5,-0.8068177453900883,0.6079876247695887,0.11291341023267756,High Risk / Low Return,0.3441790147625155,416.0,Low Priority Target
AJ Allmendinger,2015,23.1,0,66.0,758,80874,215205,5076,17216.4,12690.0,-0.6302099562282069,0.6286511019970304,0.2427713943619448,High Risk / Low Return,0.30415108137247937,550.0,Low Priority Target
Casey Mears,2015,23.1,0,61.6,754,76715,135207,3816,10816.56,9540.0,-0.734646939972626,0.6245665311154045,0.16597989925319737,High Risk / Low Return,0.27672646906491394,655.0,Low Priority Target
Danica Patrick,2015,23.5,0,63.2,716,77605,128754,4779,10300.32,11947.5,-0.7133197603247213,0.6301777259008694,0.18166156634943775,High Risk / Low Return,0.3228262802552804,489.0,Low Priority Target
Ricky Stenhouse Jr.,2015,24.3,0,62.4,712,84317,204592,6489,16367.36,16222.5,-0.6134841135239631,0.6442578332598107,0.255069743300821,High Risk / Low Return,0.33989784231414605,426.0,Low Priority Target
Sam Hornish Jr.,2015,24.3,0,58.7,709,81174,99882,2384,7990.56,5960.0,-0.8281400448419445,0.6411704056240535,0.0972353314969734,High Risk / Low Return,0.21417657731873935,846.0,Low Priority Target
David Ragan,2015,24.6,0,68.0,701,59956,91322,2504,7305.76,6260.0,-0.7737380745880312,0.6226580674883563,0.13723656940023526,High Risk / Low Return,0.24189424870067275,765.0,Low Priority Target
Tony Stewart,2015,24.8,0,67.0,695,88908,89529,3740,7162.32,9350.0,-0.8142763305889233,0.653886230696502,0.10742918531273754,High Risk / Low Return,0.3018570302476275,559.0,Low Priority Target
Trevor Bayne,2015,25.8,0,56.5,655,60837,106259,2244,8500.72,5610.0,-0.7680569390338117,0.6356758870136251,0.1414138529398635,High Risk / Low Return,0.21005869745785866,867.0,Low Priority Target
Justin Allgaier,2015,27.7,0,57.0,588,53716,206748,3243,16539.84,8107.5,-0.5411545908109315,0.6475098125413794,0.30825293560009703,High Risk / Low Return,0.2613603701413337,690.0,Low Priority Target
Cole Whitt,2015,28.7,0,45.2,553,54481,98571,2220,7885.68,5550.0,-0.7533877865677943,0.658290722650813,0.15219993761462167,High Risk / Low Return,0.2037116603401129,890.0,Low Priority Target
David Gilliland,2015,29.4,0,45.5,533,74282,90602,3984,7248.16,9960.0,-0.7683401093131579,0.6851723476652555,0.14120564059647975,High Risk / Low Return,0.30142761070485935,560.0,Low Priority Target
Alex Bowman,2015,31.6,0,44.0,437,56548,117321,1590,9385.68,3975.0,-0.7637285138289595,0.6898304412609142,0.14459650175860392,High Risk / Low Return,0.14679506793910296,1011.0,Low Priority Target
Brett Moffitt,2015,30.5,0,42.9,422,87605,75528,3751,6042.24,9377.5,-0.8239856172592888,0.7117848102348784,0.10029004156188563,High Risk / Low Return,0.3055110237101993,545.0,Low Priority Target
Matt DiBenedetto,2015,32.0,0,39.5,399,57758,158674,5020,12693.92,12550.0,-0.5629363897641886,0.6957649973875204,0.2922369913645556,High Risk / Low Return,0.2993657209360726,574.0,Low Priority Target
Michael Annett,2015,32.7,0,41.3,398,73177,194433,9603,15554.64,24007.5,-0.45936373450674395,0.717657541803875,0.3683929541704717,High Risk / Low Return,0.4220503674664935,198.0,Low Priority Target
Josh Wise,2015,33.5,0,37.5,254,74022,72873,3465,5829.84,8662.5,-0.8042157736889034,0.7299430827894667,0.11482661463595313,High Risk / Low Return,0.2838219514814833,627.0,Low Priority Target
Jeb Burton,2015,36.3,0,31.7,216,55542,158998,4469,12719.84,11172.5,-0.5698329192322926,0.7375192729324422,0.2871660405391921,High Risk / Low Return,0.2579419296399661,700.0,Low Priority Target
Michael McDowell,2015,30.7,0,46.6,213,75476,76001,1363,6080.08,3407.5,-0.8742967300863851,0.707494840257508,0.06329677120823025,High Risk / Low Return,0.1326305121155563,1042.0,Low Priority Target
Alex Kennedy,2015,34.8,0,30.8,120,80784,196622,3263,15729.76,8157.5,-0.7043070409982174,0.752399666438231,0.18828853092906853,High Risk / Low Return,0.18451053196405492,936.0,Low Priority Target
Reed Sorenson,2015,35.9,0,32.8,74,72740,128480,2518,10278.4,6295.0,-0.7721556227660159,0.7555013001607987,0.13840013078427046,High Risk / Low Return,0.1561985563943647,993.0,Low Priority Target
Bobby Labonte,2015,29.3,0,41.9,60,74817,54565,2095,4365.2,5237.5,-0.8716508280203698,0.6987827543064374,0.06524227718011734,High Risk / Low Return,0.23667700789363688,783.0,Low Priority Target
